S.No.,Log File,spark_driver_start_time, state_accept_epoch (s), state_running_time, state_running_epoch (s),Waiting Time (in Seconds),Driver Memory,Executor Memory,Memory Store Capacity,Job Result
850,application_1513303661803_19538_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
851,application_1513303661803_23790_asrd.cp.big.data.services.team.log,1513790288, 17/12/20 17:18:13,1513790293,5, 17/12/20 17:18:03, 12g, 10G, 8.4GB, Job completed successfully
852,application_1513303661803_19873_asrd.cp.big.data.services.team.log,1513695248, 17/12/19 14:54:37,1513695277,29, 17/12/19 14:54:04, 12g, 6144M, 8.4GB, Job completed successfully
853,application_1513303661803_21714_asrd.cp.big.data.services.team.log,1513740296, 17/12/20 03:25:43,1513740343,47, 17/12/20 03:24:51, 20G, 10G, 14.2GB, Job completed successfully
854,application_1513303661803_19210_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
855,application_1513303661803_22850_asrd.cp.big.data.services.team.log,1513778460, 17/12/20 14:01:05,1513778465,5, 17/12/20 14:00:57, 12g, 6144M, 8.4GB, Job completed successfully
856,application_1513303661803_25189_asrd.cp.big.data.services.team.log,1513822368, 17/12/21 02:13:20,1513822400,32, 17/12/21 02:12:32, 12g, 10G, 8.4GB, Job completed successfully
857,application_1513303661803_23269_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
858,application_1513303661803_22666_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
859,application_1513303661803_19087_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA
860,application_1513303661803_23805_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
861,application_1513303661803_22245_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
862,application_1513303661803_20733_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
863,application_1513303661803_21304_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
864,application_1513303661803_20758_asrd.cp.big.data.services.team.log,1513728127, 17/12/20 00:02:13,1513728133,6, 17/12/20 00:01:55, 12g, 3G, 8.4GB, Job completed successfully
865,application_1513303661803_24759_asrd.cp.big.data.services.team.log,1513816319, 17/12/21 00:32:04,1513816324,5, 17/12/21 00:31:54, 12g, 5G, 8.4GB, Job completed successfully
866,application_1513303661803_26209_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
867,application_1513303661803_24255_asrd.cp.big.data.services.team.log,1513796504, 17/12/20 19:01:59,1513796519,15, 17/12/20 19:01:40, 512M, 512M, 143.6MB, Job completed successfully
868,application_1513303661803_23321_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
869,application_1513303661803_20030_asrd.cp.big.data.services.team.log,1513699270, 17/12/19 16:01:15,1513699275,5, 17/12/19 16:01:05, 512M, 512M, 143.6MB, Job completed successfully
870,application_1513303661803_19688_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
871,application_1513303661803_23710_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
872,application_1513303661803_22732_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
873,application_1513303661803_22342_asrd.cp.big.data.services.team.log,1513752969, 17/12/20 06:56:13,1513752973,4, 17/12/20 06:56:07, 12g, 6144M, 8.4GB, Job completed successfully
874,application_1513303661803_25638_asrd.cp.big.data.services.team.log,1513836059, 17/12/21 06:01:05,1513836065,6, 17/12/21 06:00:55, 12g, 3G, 8.4GB, Job completed successfully
875,application_1513303661803_22271_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
876,application_1513303661803_19488_asrd.cp.big.data.services.team.log,1513674085, 17/12/19 09:01:30,1513674090,5, 17/12/19 09:01:21, 512M, 512M, 143.6MB, Job completed successfully
877,application_1513303661803_20751_asrd.cp.big.data.services.team.log,1513728126, 17/12/20 00:02:12,1513728132,6, 17/12/20 00:02:00, 15G, 12G, 10.6GB, Job completed successfully
878,application_1513303661803_19730_asrd.cp.big.data.services.team.log,1513692176, 17/12/19 14:03:03,1513692183,7, 17/12/19 14:02:49, 12G, 1G, 8.4GB, Job completed successfully
879,application_1513303661803_23201_asrd.cp.big.data.services.team.log,1513784557, 17/12/20 15:42:54,1513784574,17, 17/12/20 15:42:30, 2G, 10G, 1247.6MB, Job completed successfully
880,application_1513303661803_21338_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
881,application_1513303661803_19869_asrd.cp.big.data.services.team.log,1513694840, 17/12/19 14:51:03,1513695063,223, 17/12/19 14:47:15, 12G, 4G, 8.4GB, Job completed successfully
882,application_1513303661803_23542_asrd.cp.big.data.services.team.log,1513787708, 17/12/20 16:35:13,1513787713,5, 17/12/20 16:35:05, 12g, 6144M, 8.4GB, Job completed successfully
883,application_1513303661803_19474_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1247.6MB, NA
884,application_1513303661803_22277_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
885,application_1513303661803_20627_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
886,application_1513303661803_25090_asrd.cp.big.data.services.team.log,1513821677, 17/12/21 02:01:23,1513821683,6, 17/12/21 02:01:13, 512M, 512M, 143.6MB, Job completed successfully
887,application_1513303661803_26164_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
888,application_1513303661803_20505_asrd.cp.big.data.services.team.log,1513713311, 17/12/19 19:55:17,1513713317,6, 17/12/19 19:55:07, 15G, 10G, 10.6GB, Job completed successfully
889,application_1513303661803_21179_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
890,application_1513303661803_25379_asrd.cp.big.data.services.team.log,1513825923, 17/12/21 03:12:08,1513825928,5, 17/12/21 03:11:59, 12g, 10G, 8.4GB, Job completed successfully
891,application_1513303661803_23994_asrd.cp.big.data.services.team.log,1513792942, 17/12/20 18:02:27,1513792947,5, 17/12/20 18:02:18, 12g, 6144M, 8.4GB, Job completed successfully
892,application_1513303661803_20056_asrd.cp.big.data.services.team.log,1513700017, 17/12/19 16:13:42,1513700022,5, 17/12/19 16:13:34, 12g, 10G, 8.4GB, Job completed successfully
893,application_1513303661803_21978_asrd.cp.big.data.services.team.log,1513748373, 17/12/20 05:39:37,1513748377,4, 17/12/20 05:39:30, 12g, 6144M, 8.4GB, Job completed successfully
894,application_1513303661803_24436_sai.medikonda.log,NA, NA, NA, NA, 17/12/20 20:29:38, 12g, 6144M, 8.4GB, NA
895,application_1513303661803_26813_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
896,application_1513303661803_22180_asrd.cp.big.data.services.team.log,1513750593, 17/12/20 06:16:39,1513750599,6, 17/12/20 06:16:30, 12g, 6144M, 8.4GB, Job completed successfully
897,application_1513303661803_23728_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
898,application_1513303661803_20314_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
899,application_1513303661803_21423_asrd.cp.big.data.services.team.log,1513735997, 17/12/20 02:13:23,1513736003,6, 17/12/20 02:13:13, 12g, 6144M, 8.4GB, Job completed successfully
900,application_1513303661803_21757_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
901,application_1513303661803_23984_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
902,application_1513303661803_18965_asrd.cp.big.data.services.team.log,1513650381, 17/12/19 02:28:53,1513650533,152, 17/12/19 02:26:16, 12g, 4G, 8.4GB, Job completed successfully
903,application_1513303661803_25030_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
904,application_1513303661803_18857_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
905,application_1513303661803_23892_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
906,application_1513303661803_23669_asrd.cp.big.data.services.team.log,1513789235, 17/12/20 17:00:40,1513789240,5, 17/12/20 17:00:32, 12g, 6144M, 8.4GB, Job completed successfully
907,application_1513303661803_18211_asrd.cp.big.data.services.team.log,1513642029, 17/12/19 00:07:22,1513642042,13, 17/12/19 00:07:04, 12g, 6144M, 8.4GB, Job completed successfully
908,application_1513303661803_25509_asrd.cp.big.data.services.team.log,1513828857, 17/12/21 04:02:32,1513828952,95, 17/12/21 04:00:52, 512M, 512M, 143.6MB, Job completed successfully
909,application_1513303661803_21033_asrd.cp.big.data.services.team.log,1513730211, 17/12/20 00:36:56,1513730216,5, 17/12/20 00:36:47, 10G, 10G, 7.0GB, Job completed successfully
910,application_1513303661803_26721_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
911,application_1513303661803_20341_asrd.cp.big.data.services.team.log,1513707182, 17/12/19 18:13:07,1513707187,5, 17/12/19 18:12:58, 12g, 6144M, 8.4GB, Job completed successfully
912,application_1513303661803_22819_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
913,application_1513303661803_20680_asrd.cp.big.data.services.team.log,1513721373, 17/12/19 22:09:38,1513721378,5, 17/12/19 22:09:29, 6G, 4G, 4.1GB, Job completed successfully
914,application_1513303661803_18896_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
915,application_1513303661803_22659_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
916,application_1513303661803_22616_asrd.cp.big.data.services.team.log,1513764085, 17/12/20 10:01:30,1513764090,5, 17/12/20 10:01:21, 6G, 3G, 4.1GB, Job completed successfully
917,application_1513303661803_19021_asrd.cp.big.data.services.team.log,1513652321, 17/12/19 02:58:45,1513652325,4, 17/12/19 02:58:38, 12g, 6144M, 8.4GB, Job completed successfully
918,application_1513303661803_18070_asrd.cp.big.data.services.team.log,1513638954, 17/12/18 23:15:59,1513638959,5, 17/12/18 23:15:49, 12G, 10G, 8.4GB, Job completed successfully
919,application_1513303661803_20797_asrd.cp.big.data.services.team.log,1513728601, 17/12/20 00:10:17,1513728617,16, 17/12/20 00:09:46, 12g, 2G, 8.4GB, Job completed successfully
920,application_1513303661803_19294_asrd.cp.big.data.services.team.log,1513659375, 17/12/19 04:56:22,1513659382,7, 17/12/19 04:56:11, 12g, 10G, 8.4GB, Job completed successfully
921,application_1513303661803_23782_asrd.cp.big.data.services.team.log,1513790248, 17/12/20 17:17:33,1513790253,5, 17/12/20 17:17:23, 12g, 6144M, 8.4GB, Job completed successfully
922,application_1513303661803_20418_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
923,application_1513303661803_21133_asrd.cp.big.data.services.team.log,1513730636, 17/12/20 00:44:02,1513730642,6, 17/12/20 00:43:52, 10G, 10G, 7.0GB, Job completed successfully
924,application_1513303661803_24217_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
925,application_1513303661803_23191_asrd.cp.big.data.services.team.log,1513784379, 17/12/20 15:39:45,1513784385,6, 17/12/20 15:39:35, 12g, 10G, 8.4GB, Job completed successfully
926,application_1513303661803_24359_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
927,application_1513303661803_18632_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, 17/12/19 01:02:08, 12g, 10G, 8.4GB, Job failed
928,application_1513303661803_23662_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
929,application_1513303661803_25293_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
930,application_1513303661803_19622_asrd.cp.big.data.services.team.log,1513684856, 17/12/19 12:01:01,1513684861,5, 17/12/19 12:00:52, 512M, 512M, 143.6MB, Job completed successfully
931,application_1513303661803_24361_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 11.3GB, NA
932,application_1513303661803_22970_asrd.cp.big.data.services.team.log,1513780131, 17/12/20 14:31:34,1513780294,163, 17/12/20 14:28:33, 2G, 5G, 1247.6MB, Job completed successfully
933,application_1513303661803_20971_asrd.cp.big.data.services.team.log,1513729914, 17/12/20 00:31:59,1513729919,5, 17/12/20 00:31:48, 12g, 5G, 8.4GB, Job completed successfully
934,application_1513303661803_24396_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
935,application_1513303661803_21898_asrd.cp.big.data.services.team.log,1513746428, 17/12/20 05:07:14,1513746434,6, 17/12/20 05:07:04, 4G, 4G, 2.7GB, Job completed successfully
936,application_1513303661803_22519_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
937,application_1513303661803_23843_asrd.cp.big.data.services.team.log,1513791097, 17/12/20 17:31:43,1513791103,6, 17/12/20 17:31:33, 12g, 6144M, 8.4GB, Job completed successfully
938,application_1513303661803_25352_asrd.cp.big.data.services.team.log,1513825828, 17/12/21 03:10:33,1513825833,5, 17/12/21 03:10:24, 12g, 10G, 8.4GB, Job completed successfully
939,application_1513303661803_18681_asrd.cp.big.data.services.team.log,1513645867, 17/12/19 01:11:12,1513645872,5, 17/12/19 01:11:03, 20G, 18G, 14.2GB, Job completed successfully
940,application_1513303661803_24717_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
941,application_1513303661803_22402_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
942,application_1513303661803_21471_asrd.cp.big.data.services.team.log,1513736385, 17/12/20 02:21:54,1513736514,129, 17/12/20 02:19:38, 12g, 6144M, 8.4GB, Job completed successfully
943,application_1513303661803_22403_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
944,application_1513303661803_25207_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
945,application_1513303661803_25303_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
946,application_1513303661803_20849_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
947,application_1513303661803_23403_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
948,application_1513303661803_21267_asrd.cp.big.data.services.team.log,1513732569, 17/12/20 01:16:14,1513732574,5, 17/12/20 01:16:04, 20G, 10G, 14.2GB, Job completed successfully
949,application_1513303661803_23907_asrd.cp.big.data.services.team.log,1513792027, 17/12/20 17:47:13,1513792033,6, 17/12/20 17:47:04, 12g, 6144M, 8.4GB, Job completed successfully
950,application_1513303661803_20620_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
951,application_1513303661803_19613_asrd.cp.big.data.services.team.log,1513681373, 17/12/19 11:02:59,1513681379,6, 17/12/19 11:02:47, 12g, 6144M, 8.4GB, Job completed successfully
952,application_1513303661803_20106_asrd.cp.big.data.services.team.log,1513701290, 17/12/19 16:34:55,1513701295,5, 17/12/19 16:34:45, 2G, 10G, 1247.6MB, Job completed successfully
953,application_1513303661803_24817_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
954,application_1513303661803_22116_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
955,application_1513303661803_24194_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
956,application_1513303661803_23433_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
957,application_1513303661803_20510_asrd.cp.big.data.services.team.log,1513713525, 17/12/19 19:58:50,1513713530,5, 17/12/19 19:58:41, 1G, 1G, 511.5MB, Job failed
958,application_1513303661803_19022_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
959,application_1513303661803_21969_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
960,application_1513303661803_20963_asrd.cp.big.data.services.team.log,1513729908, 17/12/20 00:31:53,1513729913,5, 17/12/20 00:31:43, 10G, 10G, 7.0GB, Job completed successfully
961,application_1513303661803_22907_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
962,application_1513303661803_23735_asrd.cp.big.data.services.team.log,1513789753, 17/12/20 17:09:19,1513789759,6, 17/12/20 17:09:09, 12g, 6144M, 8.4GB, Job completed successfully
963,application_1513303661803_25354_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.8GB, NA
964,application_1513303661803_24229_asrd.cp.big.data.services.team.log,1513796403, 17/12/20 19:00:12,1513796412,9, 17/12/20 19:00:00, 12g, 10G, 8.4GB, Job completed successfully
965,application_1513303661803_25311_asrd.cp.big.data.services.team.log,1513825542, 17/12/21 03:05:48,1513825548,6, 17/12/21 03:05:38, 12g, 12480M, 8.4GB, Job completed successfully
966,application_1513303661803_22636_asrd.cp.big.data.services.team.log,1513764170, 17/12/20 10:02:55,1513764175,5, 17/12/20 10:02:46, 12g, 6144M, 8.4GB, Job completed successfully
967,application_1513303661803_22252_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
968,application_1513303661803_28002_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA
969,application_1513303661803_23718_asrd.cp.big.data.services.team.log,1513789649, 17/12/20 17:07:33,1513789653,4, 17/12/20 17:07:26, 12g, 6144M, 8.4GB, Job completed successfully
970,application_1513303661803_26218_asrd.cp.big.data.services.team.log,1513871503, 17/12/21 15:51:48,1513871508,5, 17/12/21 15:51:40, 12g, 10G, 8.4GB, Job completed successfully
971,application_1513303661803_21282_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
972,application_1513303661803_20607_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
973,application_1513303661803_19037_asrd.cp.big.data.services.team.log,1513652476, 17/12/19 03:01:21,1513652481,5, 17/12/19 03:01:11, 12g, 3G, 8.4GB, Job completed successfully
974,application_1513303661803_19829_asrd.cp.big.data.services.team.log,1513693989, 17/12/19 14:36:22,1513694182,193, 17/12/19 14:32:49, 12G, 4G, 8.4GB, Job completed successfully
975,application_1513303661803_21214_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
976,application_1513303661803_23358_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
977,application_1513303661803_25258_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
978,application_1513303661803_22377_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA
979,application_1513303661803_25594_asrd.cp.big.data.services.team.log,1513832505, 17/12/21 05:01:50,1513832510,5, 17/12/21 05:01:32, 512M, 512M, 143.6MB, Job completed successfully
980,application_1513303661803_19202_asrd.cp.big.data.services.team.log,1513655433, 17/12/19 03:50:48,1513655448,15, 17/12/19 03:50:29, 20G, 10G, 14.2GB, Job completed successfully
981,application_1513303661803_21628_asrd.cp.big.data.services.team.log,1513739505, 17/12/20 03:11:50,1513739510,5, 17/12/20 03:11:40, 12g, 10G, 8.4GB, Job completed successfully
982,application_1513303661803_23624_asrd.cp.big.data.services.team.log,1513788726, 17/12/20 16:52:10,1513788730,4, 17/12/20 16:52:03, 12g, 6144M, 8.4GB, Job completed successfully
983,application_1513303661803_24536_asrd.cp.big.data.services.team.log,1513814462, 17/12/21 00:01:09,1513814469,7, 17/12/21 00:01:00, 8G, 15G, 5.5GB, Job failed
984,application_1513303661803_20840_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
985,application_1513303661803_22987_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
986,application_1513303661803_18789_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
987,application_1513303661803_22017_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
988,application_1513303661803_21014_asrd.cp.big.data.services.team.log,1513730180, 17/12/20 00:36:25,1513730185,5, 17/12/20 00:36:16, 12g, 6144M, 8.4GB, Job completed successfully
989,application_1513303661803_28188_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
990,log_105783895.txt,1509760611, 17/11/04 01:57:37,1509760657,46, 17/11/04 01:56:47, 20G, 18G, withcapacity, Job failed
991,application_1513303661803_18579_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA
992,application_1513303661803_20177_asrd.cp.big.data.services.team.log,1513702879, 17/12/19 17:01:25,1513702885,6, 17/12/19 17:01:13, 12g, 3G, 8.4GB, Job completed successfully
993,application_1513303661803_21688_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
994,application_1513303661803_19763_asrd.cp.big.data.services.team.log,1513692563, 17/12/19 14:09:29,1513692569,6, 17/12/19 14:09:09, 12G, 12G, 8.4GB, Job failed
995,application_1513303661803_24096_asrd.cp.big.data.services.team.log,1513794198, 17/12/20 18:23:24,1513794204,6, 17/12/20 18:23:15, 12g, 6144M, 8.4GB, Job completed successfully
996,log_106212866.txt,1509941584, 17/11/06 04:13:08,1509941588,4, 17/11/06 04:13:00, 12G, 16G, withcapacity, Job failed
997,application_1513303661803_23477_asrd.cp.big.data.services.team.log,1513786936, 17/12/20 16:22:21,1513786941,5, 17/12/20 16:22:13, 12g, 6144M, 8.4GB, Job completed successfully
998,application_1513303661803_20092_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
999,application_1513303661803_23644_asrd.cp.big.data.services.team.log,1513788824, 17/12/20 16:53:49,1513788829,5, 17/12/20 16:53:41, 12g, 6144M, 8.4GB, Job completed successfully
1000,application_1513303661803_20815_asrd.cp.big.data.services.team.log,1513728624, 17/12/20 00:10:46,1513728646,22, 17/12/20 00:10:03, 12g, 6144M, 8.4GB, Job completed successfully
1001,application_1513303661803_23547_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
1002,application_1513303661803_22349_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
1003,application_1513303661803_24726_asrd.cp.big.data.services.team.log,1513816193, 17/12/21 00:29:58,1513816198,5, 17/12/21 00:29:51, 3G, 4G, 1983.0MB, Job completed successfully
1004,application_1513303661803_20031_asrd.cp.big.data.services.team.log,1513699279, 17/12/19 16:01:24,1513699284,5, 17/12/19 16:01:14, 512M, 512M, 143.6MB, Job completed successfully
1005,application_1513303661803_19365_asrd.cp.big.data.services.team.log,1513663257, 17/12/19 06:01:02,1513663262,5, 17/12/19 06:00:53, 512M, 512M, 143.6MB, Job completed successfully
1006,application_1513303661803_19159_asrd.cp.big.data.services.team.log,1513653935, 17/12/19 03:25:40,1513653940,5, 17/12/19 03:25:30, 12g, 12480M, 8.4GB, Job completed successfully
1007,application_1513303661803_19380_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
1008,application_1513303661803_21388_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
1009,application_1513303661803_21906_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
1010,application_1513303661803_19335_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
1011,application_1513303661803_23304_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
1012,application_1513303661803_19111_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA
1013,application_1513303661803_18582_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
1014,application_1513303661803_21180_asrd.cp.big.data.services.team.log,1513731683, 17/12/20 01:01:29,1513731689,6, 17/12/20 01:01:19, 12g, 10G, 8.4GB, Job completed successfully
1015,application_1513303661803_20909_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
1016,application_1513303661803_25691_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
1017,application_1513303661803_24440_asrd.cp.big.data.services.team.log,1513802541, 17/12/20 20:42:26,1513802546,5, 17/12/20 20:42:17, 12G, 12G, 8.4GB, Job completed successfully
1018,application_1513303661803_25397_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
1019,application_1513303661803_25172_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
1020,application_1513303661803_20656_asrd.cp.big.data.services.team.log,1513720679, 17/12/19 21:58:04,1513720684,5, 17/12/19 21:57:55, 15G, 10G, 10.6GB, Job completed successfully
1021,application_1513303661803_19199_asrd.cp.big.data.services.team.log,1513655426, 17/12/19 03:50:31,1513655431,5, 17/12/19 03:50:22, 20G, 10G, 14.2GB, Job completed successfully
1022,application_1513303661803_22105_asrd.cp.big.data.services.team.log,1513749757, 17/12/20 06:02:43,1513749763,6, 17/12/20 06:02:35, 12g, 6144M, 8.4GB, Job completed successfully
1023,application_1513303661803_19268_asrd.cp.big.data.services.team.log,1513658444, 17/12/19 04:40:49,1513658449,5, 17/12/19 04:40:40, 12g, 10G, 8.4GB, Job completed successfully
1024,application_1513303661803_22409_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 2.7GB, NA
1025,application_1513303661803_18748_asrd.cp.big.data.services.team.log,1513647956, 17/12/19 01:46:03,1513647963,7, 17/12/19 01:45:51, 12g, 10G, 8.4GB, Job completed successfully
1026,application_1513303661803_20953_asrd.cp.big.data.services.team.log,1513729884, 17/12/20 00:31:29,1513729889,5, 17/12/20 00:31:19, 12g, 5G, 8.4GB, Job completed successfully
1027,application_1513303661803_23870_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
1028,application_1513303661803_22887_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA
1029,application_1513303661803_24189_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA
1030,application_1513303661803_21447_asrd.cp.big.data.services.team.log,1513736080, 17/12/20 02:14:46,1513736086,6, 17/12/20 02:14:35, 12g, 12480M, 8.4GB, Job completed successfully
1031,application_1513303661803_24709_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
1032,application_1513303661803_21642_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA
