,Log File,state_accept_epoch,state_running_time,state_running_epoch,waiting_time_to_run,spark_driver_start_time,spark_driver_start_time_epoch,spark_driver_memory_MB,spark_executor_memory_MB,memoryStore_capacity_MB,job_result,job_successfully_completed_at_time,job_successfully_completed_at_time_epoch,job_failed_at_time,job_failed_at_time_epoch,waiting_time_to_accept,successful_job_completion_time,failed_job_completion_time
147,application_1513303661803_22550_asrd.cp.big.data.services.team.log,1513759262.0, 17/12/20 08:41:07,1513759267,5, 17/12/20 08:40:58,1513759258,15360.0,10240.0,10854.4, Job completed successfully, 17/12/20 08:46:07,1513759567,,,4,300,
148,application_1513303661803_22144_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
149,application_1513303661803_20531_asrd.cp.big.data.services.team.log,1513713685.0, 17/12/19 20:01:30,1513713690,5, 17/12/19 20:01:20,1513713680,12288.0,4096.0,8601.6, Job completed successfully, 17/12/19 20:20:59,1513714859,,,5,1169,
150,application_1513303661803_25380_asrd.cp.big.data.services.team.log,1513825924.0, 17/12/21 03:12:09,1513825929,5, 17/12/21 03:12:00,1513825920,12288.0,10240.0,8601.6, Job completed successfully, 17/12/21 03:14:14,1513826054,,,4,125,
151,application_1513303661803_24004_asrd.cp.big.data.services.team.log,1513793160.0, 17/12/20 18:06:05,1513793165,5, 17/12/20 18:05:57,1513793157,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:12:05,1513793525,,,3,360,
152,application_1513303661803_23513_asrd.cp.big.data.services.team.log,1513787373.0, 17/12/20 16:29:38,1513787378,5, 17/12/20 16:29:29,1513787369,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 16:35:41,1513787741,,,4,363,
153,application_1513303661803_20320_asrd.cp.big.data.services.team.log,1513706625.0, 17/12/19 18:03:50,1513706630,5, 17/12/19 18:03:41,1513706621,12288.0,10240.0,8601.6, Job completed successfully, 17/12/19 18:05:39,1513706739,,,4,109,
154,application_1513303661803_20284_asrd.cp.big.data.services.team.log,1513705899.0, 17/12/19 17:51:44,1513705904,5, 17/12/19 17:51:35,1513705895,15360.0,10240.0,10854.4, Job completed successfully, 17/12/19 17:56:37,1513706197,,,4,293,
155,application_1513303661803_28088_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
156,application_1513303661803_20004_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
157,application_1513303661803_22897_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
158,application_1513303661803_22768_asrd.cp.big.data.services.team.log,1513771663.0, 17/12/20 12:07:49,1513771669,6, 17/12/20 12:07:39,1513771659,15360.0,10240.0,10854.4, Job completed successfully, 17/12/20 12:20:58,1513772458,,,4,789,
159,application_1513303661803_20039_asrd.cp.big.data.services.team.log,1513699289.0, 17/12/19 16:01:35,1513699295,6, 17/12/19 16:01:24,1513699284,12288.0,3072.0,8601.6, Job completed successfully, 17/12/19 16:01:55,1513699315,,,5,20,
160,application_1513303661803_20979_asrd.cp.big.data.services.team.log,,,,,,,,,8704.0,,,,,,,,
161,application_1513303661803_24480_asrd.cp.big.data.services.team.log,1513807454.0, 17/12/20 22:04:19,1513807459,5, 17/12/20 22:04:10,1513807450,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 22:04:37,1513807477,,,4,18,
162,application_1513303661803_18860_asrd.cp.big.data.services.team.log,1513649741.0, 17/12/19 02:15:49,1513649749,8, 17/12/19 02:15:36,1513649736,12288.0,10240.0,8601.6, Job completed successfully, 17/12/19 02:36:34,1513650994,,,5,1245,
163,application_1513303661803_21700_asrd.cp.big.data.services.team.log,1513740154.0, 17/12/20 03:22:42,1513740162,8, 17/12/20 03:22:29,1513740149,12288.0,10240.0,8601.6, Job completed successfully, 17/12/20 03:24:38,1513740278,,,5,116,
164,application_1513303661803_21411_asrd.cp.big.data.services.team.log,,,,,,,,,8704.0,,,,,,,,
165,application_1513303661803_20613_asrd.cp.big.data.services.team.log,1513717258.0, 17/12/19 21:01:04,1513717264,6, 17/12/19 21:00:52,1513717252,12288.0,3072.0,8601.6, Job completed successfully, 17/12/19 21:01:31,1513717291,,,6,27,
166,application_1513303661803_25527_asrd.cp.big.data.services.team.log,,,,,,,,,511.5,,,,,,,,
167,application_1513303661803_18780_asrd.cp.big.data.services.team.log,,,,,,,,,1983.0,,,,,,,,
168,application_1513303661803_26763_asrd.cp.big.data.services.team.log,,,,,,,,,,,,,,,,,
169,application_1513303661803_22098_asrd.cp.big.data.services.team.log,1513749722.0, 17/12/20 06:02:07,1513749727,5, 17/12/20 06:01:57,1513749717,12288.0,10240.0,8601.6, Job completed successfully, 17/12/20 06:45:57,1513752357,,,5,2630,
170,application_1513303661803_19649_asrd.cp.big.data.services.team.log,1513685752.0, 17/12/19 12:15:57,1513685757,5, 17/12/19 12:15:47,1513685747,12288.0,2048.0,8601.6, Job completed successfully, 17/12/19 12:29:07,1513686547,,,5,790,
171,application_1513303661803_21058_asrd.cp.big.data.services.team.log,1513730446.0, 17/12/20 00:40:51,1513730451,5, 17/12/20 00:40:31,1513730431,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 00:41:41,1513730501,,,15,50,
172,application_1513303661803_24087_asrd.cp.big.data.services.team.log,1513794145.0, 17/12/20 18:22:33,1513794153,8, 17/12/20 18:22:18,1513794138,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:28:32,1513794512,,,7,359,
173,application_1513303661803_25335_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
174,application_1513303661803_25248_asrd.cp.big.data.services.team.log,1513822945.0, 17/12/21 02:22:34,1513822954,9, 17/12/21 02:22:20,1513822940,12288.0,12480.0,8601.6, Job completed successfully, 17/12/21 02:25:36,1513823136,,,5,182,
175,application_1513303661803_21641_asrd.cp.big.data.services.team.log,1513739533.0, 17/12/20 03:12:18,1513739538,5, 17/12/20 03:12:08,1513739528,12288.0,5120.0,8601.6, Job completed successfully, 17/12/20 03:31:34,1513740694,,,5,1156,
176,application_1513303661803_20456_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
177,application_1513303661803_25863_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
178,application_1513303661803_19979_asrd.cp.big.data.services.team.log,1513698094.0, 17/12/19 15:41:39,1513698099,5, 17/12/19 15:41:29,1513698089,12288.0,1024.0,8601.6, Job completed successfully, 17/12/19 15:42:14,1513698134,,,5,35,
179,application_1513303661803_24418_asrd.cp.big.data.services.team.log,1513800492.0, 17/12/20 20:08:19,1513800499,7, 17/12/20 20:08:07,1513800487,6144.0,4096.0,4198.4, Job completed successfully, 17/12/20 20:21:21,1513801281,,,5,782,
180,application_1513303661803_18829_asrd.cp.big.data.services.team.log,1513649661.0, 17/12/19 02:14:26,1513649666,5, 17/12/19 02:14:16,1513649656,10240.0,10240.0,7168.0, Job completed successfully, 17/12/19 02:15:24,1513649724,,,5,58,
181,application_1513303661803_23199_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
182,application_1513303661803_18804_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
183,application_1513303661803_22738_asrd.cp.big.data.services.team.log,1513770356.0, 17/12/20 11:46:01,1513770361,5, 17/12/20 11:45:50,1513770350,15360.0,10240.0,10854.4, Job completed successfully, 17/12/20 11:51:08,1513770668,,,6,307,
184,application_1513303661803_20852_asrd.cp.big.data.services.team.log,,,,,,,,,8601.6,,,,,,,,
185,application_1513303661803_25085_asrd.cp.big.data.services.team.log,1513821655.0, 17/12/21 02:01:00,1513821660,5, 17/12/21 02:00:51,1513821651,12288.0,6144.0,8601.6, Job completed successfully, 17/12/21 02:10:47,1513822247,,,4,587,
186,application_1513303661803_21501_asrd.cp.big.data.services.team.log,,,,,,,,,511.5,,,,,,,,
187,application_1513303661803_21664_asrd.cp.big.data.services.team.log,1513739621.0, 17/12/20 03:14:39,1513739679,58, 17/12/20 03:13:37,1513739617,12288.0,10240.0,8601.6, Job completed successfully, 17/12/20 03:15:42,1513739742,,,4,63,
188,application_1513303661803_22511_asrd.cp.big.data.services.team.log,,,,,,,,,5632.0,,,,,,,,
189,application_1513303661803_18614_asrd.cp.big.data.services.team.log,1513645308.0, 17/12/19 01:01:54,1513645314,6, 17/12/19 01:01:44,1513645304,12288.0,10240.0,8601.6, Job completed successfully, 17/12/19 01:07:14,1513645634,,,4,320,
190,application_1513303661803_21145_asrd.cp.big.data.services.team.log,,,,,,,,,13004.8,,,,,,,,
191,application_1513303661803_21030_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
192,application_1513303661803_23230_asrd.cp.big.data.services.team.log,1513784813.0, 17/12/20 15:47:00,1513784820,7, 17/12/20 15:46:49,1513784809,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 15:53:26,1513785206,,,4,386,
193,application_1513303661803_20734_asrd.cp.big.data.services.team.log,1513726228.0, 17/12/19 23:30:33,1513726233,5, 17/12/19 23:30:24,1513726224,15360.0,10240.0,10854.4, Job completed successfully, 17/12/19 23:36:22,1513726582,,,4,349,
194,application_1513303661803_22733_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
195,application_1513303661803_23504_asrd.cp.big.data.services.team.log,1513787256.0, 17/12/20 16:27:41,1513787261,5, 17/12/20 16:27:33,1513787253,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 16:34:04,1513787644,,,3,383,
196,application_1513303661803_23695_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
197,application_1513303661803_22467_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
198,application_1513303661803_23900_asrd.cp.big.data.services.team.log,1513791954.0, 17/12/20 17:45:59,1513791959,5, 17/12/20 17:45:51,1513791951,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 17:52:17,1513792337,,,3,378,
199,application_1513303661803_21358_asrd.cp.big.data.services.team.log,,,,,,,,,511.5,,,,,,,,
200,application_1513303661803_24343_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
201,application_1513303661803_21468_asrd.cp.big.data.services.team.log,,,,,,,,,1247.6,,,,,,,,
202,application_1513303661803_18795_asrd.cp.big.data.services.team.log,,,,,,,,,3481.6,,,,,,,,
203,application_1513303661803_26834_asrd.cp.big.data.services.team.log,1513901997.0, 17/12/22 00:20:03,1513902003,6, 17/12/22 00:19:53,1513901993,12288.0,6144.0,8601.6, Job completed successfully, 17/12/22 00:21:26,1513902086,,,4,83,
204,application_1513303661803_22797_asrd.cp.big.data.services.team.log,,,,,,,,,,,,,,,,,
205,application_1513303661803_20459_asrd.cp.big.data.services.team.log,1513711040.0, 17/12/19 19:17:25,1513711045,5, 17/12/19 19:17:06,1513711026,2048.0,10240.0,1247.6, Job completed successfully, 17/12/19 19:24:46,1513711486,,,14,441,
206,application_1513303661803_24116_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
207,application_1513303661803_24370_asrd.cp.big.data.services.team.log,1513799020.0, 17/12/20 19:43:45,1513799025,5, 17/12/20 19:43:36,1513799016,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 19:49:27,1513799367,,,4,342,
208,application_1513303661803_19822_asrd.cp.big.data.services.team.log,1513693326.0, 17/12/19 14:23:07,1513693387,61, 17/12/19 14:22:02,1513693322,12288.0,10240.0,8601.6, Job completed successfully, 17/12/19 14:24:41,1513693481,,,4,94,
209,application_1513303661803_25249_asrd.cp.big.data.services.team.log,1513822944.0, 17/12/21 02:22:34,1513822954,10, 17/12/21 02:22:20,1513822940,12288.0,1024.0,8601.6, Job completed successfully, 17/12/21 02:41:37,1513824097,,,4,1143,
210,application_1513303661803_21548_asrd.cp.big.data.services.team.log,1513738850.0, 17/12/20 03:01:01,1513738861,11, 17/12/20 03:00:47,1513738847,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 03:06:28,1513739188,,,3,327,
211,application_1513303661803_21329_asrd.cp.big.data.services.team.log,1513735280.0, 17/12/20 02:01:25,1513735285,5, 17/12/20 02:01:15,1513735275,512.0,512.0,143.6, Job completed successfully, 17/12/20 02:01:46,1513735306,,,5,21,
212,application_1513303661803_23136_asrd.cp.big.data.services.team.log,1513783763.0, 17/12/20 15:29:56,1513783796,33, 17/12/20 15:29:20,1513783760,12288.0,10240.0,8601.6, Job completed successfully, 17/12/20 15:37:57,1513784277,,,3,481,
213,application_1513303661803_25892_asrd.cp.big.data.services.team.log,,,,,,,,,1983.0,,,,,,,,
214,application_1513303661803_24350_asrd.cp.big.data.services.team.log,1513798583.0, 17/12/20 19:36:28,1513798588,5, 17/12/20 19:36:20,1513798580,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 19:42:21,1513798941,,,3,353,
215,application_1513303661803_19313_asrd.cp.big.data.services.team.log,1513659662.0, 17/12/19 05:01:07,1513659667,5, 17/12/19 05:00:57,1513659657,512.0,512.0,143.6, Job completed successfully, 17/12/19 05:01:33,1513659693,,,5,26,
216,application_1513303661803_18076_asrd.cp.big.data.services.team.log,1513639061.0, 17/12/18 23:17:46,1513639066,5, 17/12/18 23:17:36,1513639056,12288.0,16384.0,8601.6, Job completed successfully, 17/12/19 01:42:33,1513647753,,,5,8687,
217,application_1513303661803_24097_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
218,application_1513303661803_22836_asrd.cp.big.data.services.team.log,,,,,,,,,,,,,,,,,
219,application_1513303661803_18680_asrd.cp.big.data.services.team.log,1513645880.0, 17/12/19 01:11:25,1513645885,5, 17/12/19 01:11:16,1513645876,20480.0,10240.0,14540.8, Job completed successfully, 17/12/19 01:12:03,1513645923,,,4,38,
220,application_1513303661803_22115_asrd.cp.big.data.services.team.log,1513749798.0, 17/12/20 06:03:23,1513749803,5, 17/12/20 06:03:15,1513749795,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 06:09:06,1513750146,,,3,343,
221,application_1513303661803_18250_asrd.cp.big.data.services.team.log,1513642362.0, 17/12/19 00:12:47,1513642367,5, 17/12/19 00:12:24,1513642344,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 00:13:25,1513642405,,,18,38,
222,application_1513303661803_20216_asrd.cp.big.data.services.team.log,1513703626.0, 17/12/19 17:13:51,1513703631,5, 17/12/19 17:13:41,1513703621,6144.0,4096.0,4198.4, Job completed successfully, 17/12/19 17:28:23,1513704503,,,5,872,
223,application_1513303661803_22857_asrd.cp.big.data.services.team.log,1513778477.0, 17/12/20 14:01:22,1513778482,5, 17/12/20 14:01:12,1513778472,512.0,512.0,143.6, Job completed successfully, 17/12/20 14:01:43,1513778503,,,5,21,
224,application_1513303661803_23511_asrd.cp.big.data.services.team.log,1513787366.0, 17/12/20 16:29:33,1513787373,7, 17/12/20 16:29:23,1513787363,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 16:35:23,1513787723,,,3,350,
225,application_1513303661803_23976_asrd.cp.big.data.services.team.log,1513792863.0, 17/12/20 18:01:09,1513792869,6, 17/12/20 18:01:00,1513792860,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:07:21,1513793241,,,3,372,
226,application_1513303661803_25240_asrd.cp.big.data.services.team.log,,,,,,,,,511.5,,,,,,,,
227,application_1513303661803_21005_asrd.cp.big.data.services.team.log,1513730124.0, 17/12/20 00:35:29,1513730129,5, 17/12/20 00:35:20,1513730120,12288.0,1024.0,8601.6, Job completed successfully, 17/12/20 00:40:59,1513730459,,,4,330,
228,application_1513303661803_21868_asrd.cp.big.data.services.team.log,,,,,,,,,143.6,,,,,,,,
229,application_1513303661803_19936_asrd.cp.big.data.services.team.log,1513697034.0, 17/12/19 15:24:33,1513697073,39, 17/12/19 15:23:49,1513697029,15360.0,6144.0,10854.4, Job completed successfully, 17/12/19 15:31:03,1513697463,,,5,390,
230,application_1513303661803_21088_asrd.cp.big.data.services.team.log,1513730493.0, 17/12/20 00:41:38,1513730498,5, 17/12/20 00:41:28,1513730488,10240.0,10240.0,7168.0, Job completed successfully, 17/12/20 00:42:11,1513730531,,,5,33,
231,application_1513303661803_19942_asrd.cp.big.data.services.team.log,1513697043.0, 17/12/19 15:24:29,1513697069,26, 17/12/19 15:23:57,1513697037,6144.0,4096.0,4198.4, Job completed successfully, 17/12/19 15:37:54,1513697874,,,6,805,
232,application_1513303661803_23099_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
233,application_1513303661803_22356_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
234,application_1513303661803_19745_asrd.cp.big.data.services.team.log,1513692332.0, 17/12/19 14:05:37,1513692337,5, 17/12/19 14:05:29,1513692329,18432.0,22528.0,13004.8, Job completed successfully, 17/12/19 14:44:15,1513694655,,,3,2318,
235,application_1513303661803_18772_asrd.cp.big.data.services.team.log,1513648861.0, 17/12/19 02:01:08,1513648868,7, 17/12/19 02:00:57,1513648857,12288.0,1024.0,8601.6, Job completed successfully, 17/12/19 02:02:04,1513648924,,,4,56,
236,application_1513303661803_23219_asrd.cp.big.data.services.team.log,1513784690.0, 17/12/20 15:44:55,1513784695,5, 17/12/20 15:44:47,1513784687,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 15:51:27,1513785087,,,3,392,
237,application_1513303661803_18820_asrd.cp.big.data.services.team.log,1513649461.0, 17/12/19 02:11:07,1513649467,6, 17/12/19 02:10:57,1513649457,6144.0,4096.0,4198.4, Job completed successfully, 17/12/19 02:34:36,1513650876,,,4,1409,
238,application_1513303661803_23957_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
239,application_1513303661803_21023_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
240,application_1513303661803_21323_asrd.cp.big.data.services.team.log,1513735256.0, 17/12/20 02:01:05,1513735265,9, 17/12/20 02:00:52,1513735252,12288.0,1024.0,8601.6, Job completed successfully, 17/12/20 02:02:01,1513735321,,,4,56,
241,application_1513303661803_24074_asrd.cp.big.data.services.team.log,1513793889.0, 17/12/20 18:18:18,1513793898,9, 17/12/20 18:18:04,1513793884,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:24:35,1513794275,,,5,377,
242,application_1513303661803_24154_asrd.cp.big.data.services.team.log,1513795141.0, 17/12/20 18:39:06,1513795146,5, 17/12/20 18:38:58,1513795138,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:44:44,1513795484,,,3,338,
243,application_1513303661803_20429_asrd.cp.big.data.services.team.log,1513710257.0, 17/12/19 19:04:22,1513710262,5, 17/12/19 19:04:12,1513710252,12288.0,16384.0,8601.6, Job completed successfully, 17/12/19 19:13:53,1513710833,,,5,571,
244,application_1513303661803_18037_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
245,application_1513303661803_24675_asrd.cp.big.data.services.team.log,1513815385.0, 17/12/21 00:16:30,1513815390,5, 17/12/21 00:16:20,1513815380,12288.0,6144.0,8601.6, Job completed successfully, 17/12/21 00:18:44,1513815524,,,5,134,
246,application_1513303661803_26797_asrd.cp.big.data.services.team.log,1513901792.0, 17/12/22 00:16:39,1513901799,7, 17/12/22 00:16:27,1513901787,12288.0,6144.0,8601.6, Job completed successfully, 17/12/22 00:17:58,1513901878,,,5,79,
247,application_1513303661803_22246_asrd.cp.big.data.services.team.log,1513751600.0, 17/12/20 06:33:25,1513751605,5, 17/12/20 06:33:17,1513751597,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 06:39:57,1513751997,,,3,392,
248,application_1513303661803_22385_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
249,application_1513303661803_18315_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
250,application_1513303661803_20773_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
251,application_1513303661803_24105_asrd.cp.big.data.services.team.log,1513794453.0, 17/12/20 18:27:38,1513794458,5, 17/12/20 18:27:29,1513794449,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:35:07,1513794907,,,4,449,
252,application_1513303661803_26836_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
253,application_1513303661803_28050_asrd.cp.big.data.services.team.log,1513944355.0, 17/12/22 12:06:00,1513944360,5, 17/12/22 12:05:51,1513944351,12288.0,6144.0,8601.6, Job completed successfully, 17/12/22 12:06:20,1513944380,,,4,20,
254,application_1513303661803_19471_asrd.cp.big.data.services.team.log,1513671348.0, 17/12/19 08:15:53,1513671353,5, 17/12/19 08:15:43,1513671343,12288.0,2048.0,8601.6, Job completed successfully, 17/12/19 08:23:54,1513671834,,,5,481,
255,application_1513303661803_22726_asrd.cp.big.data.services.team.log,1513769222.0, 17/12/20 11:27:07,1513769227,5, 17/12/20 11:26:58,1513769218,12288.0,10240.0,8601.6, Job completed successfully, 17/12/20 12:32:51,1513773171,,,4,3944,
256,application_1513303661803_22343_asrd.cp.big.data.services.team.log,1513752986.0, 17/12/20 06:56:31,1513752991,5, 17/12/20 06:56:23,1513752983,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 07:02:13,1513753333,,,3,342,
257,application_1513303661803_21448_asrd.cp.big.data.services.team.log,,,,,,,,,2764.8,,,,,,,,
258,application_1513303661803_21994_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
259,application_1513303661803_24387_asrd.cp.big.data.services.team.log,1513800061.0, 17/12/20 20:01:06,1513800066,5, 17/12/20 20:00:58,1513800058,512.0,512.0,143.6, Job completed successfully, 17/12/20 20:01:24,1513800084,,,3,18,
260,application_1513303661803_22090_asrd.cp.big.data.services.team.log,,,,,,,,,143.6,,,,,,,,
261,application_1513303661803_18644_asrd.cp.big.data.services.team.log,1513645464.0, 17/12/19 01:04:35,1513645475,11, 17/12/19 01:04:19,1513645459,12288.0,10240.0,8601.6, Job completed successfully, 17/12/19 01:05:48,1513645548,,,5,73,
262,application_1513303661803_19012_asrd.cp.big.data.services.team.log,1513652065.0, 17/12/19 02:54:30,1513652070,5, 17/12/19 02:54:21,1513652061,20480.0,10240.0,14540.8, Job completed successfully, 17/12/19 02:56:21,1513652181,,,4,111,
263,application_1513303661803_24054_asrd.cp.big.data.services.team.log,1513793693.0, 17/12/20 18:14:58,1513793698,5, 17/12/20 18:14:50,1513793690,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 18:21:37,1513794097,,,3,399,
264,application_1513303661803_18556_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
265,application_1513303661803_22186_asrd.cp.big.data.services.team.log,1513750683.0, 17/12/20 06:18:08,1513750688,5, 17/12/20 06:18:00,1513750680,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 06:24:55,1513751095,,,3,407,
266,application_1513303661803_24712_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
267,application_1513303661803_18281_asrd.cp.big.data.services.team.log,1513642623.0, 17/12/19 00:17:15,1513642635,12, 17/12/19 00:16:58,1513642618,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 00:28:44,1513643324,,,5,689,
268,application_1513303661803_19701_asrd.cp.big.data.services.team.log,1513692086.0, 17/12/19 14:01:31,1513692091,5, 17/12/19 14:01:16,1513692076,512.0,512.0,143.6, Job completed successfully, 17/12/19 14:01:57,1513692117,,,10,26,
269,application_1513303661803_19375_asrd.cp.big.data.services.team.log,1513663368.0, 17/12/19 06:02:53,1513663373,5, 17/12/19 06:02:44,1513663364,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 06:03:12,1513663392,,,4,19,
270,application_1513303661803_23625_asrd.cp.big.data.services.team.log,1513788735.0, 17/12/20 16:52:20,1513788740,5, 17/12/20 16:52:12,1513788732,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 16:58:19,1513789099,,,3,359,
271,application_1513303661803_21967_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
272,application_1513303661803_23069_asrd.cp.big.data.services.team.log,1513782539.0, 17/12/20 15:10:02,1513782602,63, 17/12/20 15:08:56,1513782536,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 15:23:45,1513783425,,,3,823,
273,application_1513303661803_19586_asrd.cp.big.data.services.team.log,,,,,,,,,2764.8,,,,,,,,
274,application_1513303661803_19835_asrd.cp.big.data.services.team.log,1513694192.0, 17/12/19 14:38:14,1513694294,102, 17/12/19 14:36:26,1513694186,12288.0,1024.0,8601.6, Job completed successfully, 17/12/19 14:44:42,1513694682,,,6,388,
275,application_1513303661803_20334_asrd.cp.big.data.services.team.log,1513707118.0, 17/12/19 18:12:03,1513707123,5, 17/12/19 18:11:54,1513707114,12288.0,6144.0,8601.6, Job completed successfully, 17/12/19 18:14:01,1513707241,,,4,118,
276,application_1513303661803_22005_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
277,application_1513303661803_18884_asrd.cp.big.data.services.team.log,1513649799.0, 17/12/19 02:16:45,1513649805,6, 17/12/19 02:16:33,1513649793,12288.0,1024.0,8601.6, Job completed successfully, 17/12/19 02:18:59,1513649939,,,6,134,
278,application_1513303661803_21430_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
279,application_1513303661803_22880_asrd.cp.big.data.services.team.log,,,,,,,,,511.5,,,,,,,,
280,application_1513303661803_22306_asrd.cp.big.data.services.team.log,1513752454.0, 17/12/20 06:47:39,1513752459,5, 17/12/20 06:47:30,1513752450,12288.0,10240.0,8601.6, Job completed successfully, 17/12/20 07:14:44,1513754084,,,4,1625,
281,application_1513303661803_21895_asrd.cp.big.data.services.team.log,,,,,,,,,4198.4,,,,,,,,
282,application_1513303661803_22024_asrd.cp.big.data.services.team.log,1513748895.0, 17/12/20 05:48:22,1513748902,7, 17/12/20 05:48:12,1513748892,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 05:53:58,1513749238,,,3,336,
283,application_1513303661803_17923_asrd.cp.big.data.services.team.log,1513636873.0, 17/12/18 22:41:18,1513636878,5, 17/12/18 22:41:08,1513636868,12288.0,10240.0,8601.6, Job completed successfully, 17/12/18 22:42:33,1513636953,,,5,75,
284,application_1513303661803_19081_asrd.cp.big.data.services.team.log,1513653315.0, 17/12/19 03:15:20,1513653320,5, 17/12/19 03:15:10,1513653310,12288.0,12480.0,8601.6, Job completed successfully, 17/12/19 03:17:12,1513653432,,,5,112,
285,application_1513303661803_23159_asrd.cp.big.data.services.team.log,1513784162.0, 17/12/20 15:36:07,1513784167,5, 17/12/20 15:35:59,1513784159,12288.0,6144.0,8601.6, Job completed successfully, 17/12/20 15:43:32,1513784612,,,3,445,
286,application_1513303661803_24107_asrd.cp.big.data.services.team.log,,,,,,,,,2764.8,,,,,,,,
287,application_1513303661803_17833_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
288,application_1513303661803_18878_asrd.cp.big.data.services.team.log,,,,,,,,,1247.6,,,,,,,,
289,application_1513303661803_19106_asrd.cp.big.data.services.team.log,,,,,,,,,6348.8,,,,,,,,
290,application_1513303661803_18136_asrd.cp.big.data.services.team.log,1513641662.0, 17/12/19 00:01:08,1513641668,6, 17/12/19 00:00:58,1513641658,15360.0,10240.0,10854.4, Job completed successfully, 17/12/19 00:06:53,1513642013,,,4,345,
291,application_1513303661803_20663_asrd.cp.big.data.services.team.log,,,,,,,,,143.6,,,,,,,,
292,application_1513303661803_20089_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
293,application_1513303661803_20932_asrd.cp.big.data.services.team.log,,,,,,,,,1213.1,,,,,,,,
294,application_1513303661803_20293_asrd.cp.big.data.services.team.log,,,,,,,,,7168.0,,,,,,,,
