Log File,state_accept_epoch,state_running_time,state_running_epoch,waiting_time_to_run,spark_driver_start_time,spark_driver_start_time_epoch,spark_driver_memory,spark_executor_memory,memoryStore_capacity,job_result,job_successfully_completed_at_time,job_successfully_completed_at_time_epoch,job_failed_at_time,job_failed_at_time_epoch,waiting_time_to_accept,successful_job_completion_time,failed_job_completion_time
application_1513303661803_19600_asrd.cp.big.data.services.team.log,1513681276, 17/12/19 11:01:21,1513681281,5, 17/12/19 11:01:09,1513681269, 512M, 512M, 143.6MB, Job completed successfully, 17/12/19 11:01:41,1513681301, NA, NA,7,20, NA
application_1513303661803_18141_asrd.cp.big.data.services.team.log,1513641680, 17/12/19 00:01:29,1513641689,9, 17/12/19 00:01:12,1513641672, 3G, 3G, 1983.0MB, Job completed successfully, 17/12/19 00:03:21,1513641801, NA, NA,8,112, NA
application_1513303661803_19303_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20485_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20914_asrd.cp.big.data.services.team.log,1513729076, 17/12/20 00:18:08,1513729088,12, 17/12/20 00:17:52,1513729072, 12G, 12G, 8.4GB, Job failed, NA, NA, 17/12/20 00:19:06,1513729146,4, NA,58
application_1513303661803_25866_asrd.cp.big.data.services.team.log,1513854408, 17/12/21 11:06:53,1513854413,5, 17/12/21 11:06:44,1513854404, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/21 11:07:12,1513854432, NA, NA,4,19, NA
application_1513303661803_20393_asrd.cp.big.data.services.team.log,1513710082, 17/12/19 19:01:27,1513710087,5, 17/12/19 19:01:16,1513710076, 12G, 12G, 8.4GB, Job completed successfully, 17/12/19 19:32:40,1513711960, NA, NA,6,1873, NA
application_1513303661803_21932_asrd.cp.big.data.services.team.log,1513747153, 17/12/20 05:19:19,1513747159,6, 17/12/20 05:19:04,1513747144, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 05:25:15,1513747515, NA, NA,9,356, NA
application_1513303661803_19536_asrd.cp.big.data.services.team.log,1513676597, 17/12/19 09:43:23,1513676603,6, 17/12/19 09:43:13,1513676593, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 09:44:48,1513676688, NA, NA,4,85, NA
application_1513303661803_23459_asrd.cp.big.data.services.team.log,1513786775, 17/12/20 16:19:40,1513786780,5, 17/12/20 16:19:31,1513786771, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 16:36:50,1513787810, NA, NA,4,1030, NA
application_1513303661803_23571_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23313_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21318_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18522_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 12.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19186_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23227_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22557_asrd.cp.big.data.services.team.log,1513760451, 17/12/20 09:00:56,1513760456,5, 17/12/20 09:00:47,1513760447, 12g, 3G, 8.4GB, Job completed successfully, 17/12/20 09:01:17,1513760477, NA, NA,4,21, NA
application_1513303661803_26769_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20520_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18625_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, 17/12/19 01:01:56,1513645316, 12g, 10G, 8.4GB, Job failed, NA, NA, 17/12/19 01:02:02,1513645322, NA, NA, NA
application_1513303661803_26182_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22466_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23546_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21158_asrd.cp.big.data.services.team.log,1513731142, 17/12/20 00:52:27,1513731147,5, 17/12/20 00:52:18,1513731138, 12g, 1G, 8.4GB, Job completed successfully, 17/12/20 01:02:29,1513731749, NA, NA,4,602, NA
application_1513303661803_28001_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19280_asrd.cp.big.data.services.team.log,1513658534, 17/12/19 04:42:19,1513658539,5, 17/12/19 04:42:09,1513658529, 5G, 5G, 3.4GB, Job completed successfully, 17/12/19 05:02:55,1513659775, NA, NA,5,1236, NA
application_1513303661803_18957_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19535_asrd.cp.big.data.services.team.log,1513676595, 17/12/19 09:43:21,1513676601,6, 17/12/19 09:43:10,1513676590, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 09:51:18,1513677078, NA, NA,5,477, NA
application_1513303661803_21111_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20380_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23087_asrd.cp.big.data.services.team.log,1513783159, 17/12/20 15:19:25,1513783165,6, 17/12/20 15:19:15,1513783155, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 15:20:03,1513783203, NA, NA,4,38, NA
application_1513303661803_25331_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_17757_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21599_asrd.cp.big.data.services.team.log,1513739160, 17/12/20 03:06:05,1513739165,5, 17/12/20 03:05:55,1513739155, 12g, 12480M, 8.4GB, Job completed successfully, 17/12/20 03:10:59,1513739459, NA, NA,5,294, NA
application_1513303661803_21222_asrd.cp.big.data.services.team.log,1513731782, 17/12/20 01:03:07,1513731787,5, 17/12/20 01:02:59,1513731779, 12g, 6144M, 8.4GB, Job failed, NA, NA, 17/12/20 01:03:41,1513731821,3, NA,34
application_1513303661803_23825_asrd.cp.big.data.services.team.log,1513790832, 17/12/20 17:27:16,1513790836,4, 17/12/20 17:27:09,1513790829, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:33:38,1513791218, NA, NA,3,382, NA
application_1513303661803_20390_asrd.cp.big.data.services.team.log,1513710071, 17/12/19 19:01:16,1513710076,5, 17/12/19 19:01:07,1513710067, 1G, 1G, 511.5MB, Job failed, NA, NA, 17/12/19 19:01:36,1513710096,4, NA,20
application_1513303661803_19046_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20764_asrd.cp.big.data.services.team.log,1513728132, 17/12/20 00:02:21,1513728141,9, 17/12/20 00:02:06,1513728126, 15G, 12G, 10.6GB, Job completed successfully, 17/12/20 00:15:24,1513728924, NA, NA,6,783, NA
application_1513303661803_22783_asrd.cp.big.data.services.team.log,1513773060, 17/12/20 12:31:05,1513773065,5, 17/12/20 12:30:56,1513773056, 20G, 1G, 14.2GB, Job completed successfully, 17/12/20 12:32:14,1513773134, NA, NA,4,69, NA
application_1513303661803_18223_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22269_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19495_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19440_asrd.cp.big.data.services.team.log,1513670452, 17/12/19 08:00:57,1513670457,5, 17/12/19 08:00:47,1513670447, 12g, 3G, 8.4GB, Job completed successfully, 17/12/19 08:01:16,1513670476, NA, NA,5,19, NA
application_1513303661803_19459_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19858_asrd.cp.big.data.services.team.log,1513694770, 17/12/19 14:47:10,1513694830,60, 17/12/19 14:46:05,1513694765, 4G, 4G, 2.7GB, Job completed successfully, 17/12/19 14:51:42,1513695102, NA, NA,5,272, NA
application_1513303661803_21775_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 143.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18963_asrd.cp.big.data.services.team.log,1513650352, 17/12/19 02:29:00,1513650540,188, 17/12/19 02:25:47,1513650347, 12g, 10G, 8.4GB, Job failed, NA, NA, 17/12/19 02:31:11,1513650671,5, NA,131
application_1513303661803_22534_asrd.cp.big.data.services.team.log,1513757686, 17/12/20 08:14:51,1513757691,5, 17/12/20 08:14:42,1513757682, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 08:26:18,1513758378, NA, NA,4,687, NA
application_1513303661803_22654_asrd.cp.big.data.services.team.log,1513765018, 17/12/20 10:17:04,1513765024,6, 17/12/20 10:16:46,1513765006, 12g, 2G, 8.4GB, Job completed successfully, 17/12/20 10:25:56,1513765556, NA, NA,12,532, NA
application_1513303661803_18063_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24845_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_26828_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20606_asrd.cp.big.data.services.team.log,1513716838, 17/12/19 20:54:03,1513716843,5, 17/12/19 20:53:54,1513716834, 3G, 10G, 1983.0MB, Job completed successfully, 17/12/19 20:56:25,1513716985, NA, NA,4,142, NA
application_1513303661803_22061_asrd.cp.big.data.services.team.log,1513749356, 17/12/20 05:56:02,1513749362,6, 17/12/20 05:55:54,1513749354, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 06:02:12,1513749732, NA, NA,2,370, NA
application_1513303661803_19671_asrd.cp.big.data.services.team.log,1513688525, 17/12/19 13:02:13,1513688533,8, 17/12/19 13:01:58,1513688518, 512M, 512M, 143.6MB, Job completed successfully, 17/12/19 13:02:40,1513688560, NA, NA,7,27, NA
application_1513303661803_22747_asrd.cp.big.data.services.team.log,1513771264, 17/12/20 12:01:09,1513771269,5, 17/12/20 12:01:00,1513771260, 512M, 512M, 143.6MB, Job completed successfully, 17/12/20 12:01:27,1513771287, NA, NA,4,18, NA
application_1513303661803_25038_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22199_asrd.cp.big.data.services.team.log,1513750794, 17/12/20 06:19:59,1513750799,5, 17/12/20 06:19:50,1513750790, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 06:25:51,1513751151, NA, NA,4,352, NA
application_1513303661803_25088_asrd.cp.big.data.services.team.log,1513821661, 17/12/21 02:01:07,1513821667,6, 17/12/21 02:00:56,1513821656, 12g, 1G, 8.4GB, Job completed successfully, 17/12/21 02:02:02,1513821722, NA, NA,5,55, NA
application_1513303661803_22550_asrd.cp.big.data.services.team.log,1513759262, 17/12/20 08:41:07,1513759267,5, 17/12/20 08:40:58,1513759258, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 08:46:07,1513759567, NA, NA,4,300, NA
application_1513303661803_22144_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20531_asrd.cp.big.data.services.team.log,1513713685, 17/12/19 20:01:30,1513713690,5, 17/12/19 20:01:20,1513713680, 12G, 4G, 8.4GB, Job completed successfully, 17/12/19 20:20:59,1513714859, NA, NA,5,1169, NA
application_1513303661803_25380_asrd.cp.big.data.services.team.log,1513825924, 17/12/21 03:12:09,1513825929,5, 17/12/21 03:12:00,1513825920, 12g, 10G, 8.4GB, Job completed successfully, 17/12/21 03:14:14,1513826054, NA, NA,4,125, NA
application_1513303661803_24004_asrd.cp.big.data.services.team.log,1513793160, 17/12/20 18:06:05,1513793165,5, 17/12/20 18:05:57,1513793157, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 18:12:05,1513793525, NA, NA,3,360, NA
application_1513303661803_23513_asrd.cp.big.data.services.team.log,1513787373, 17/12/20 16:29:38,1513787378,5, 17/12/20 16:29:29,1513787369, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 16:35:41,1513787741, NA, NA,4,363, NA
application_1513303661803_20320_asrd.cp.big.data.services.team.log,1513706625, 17/12/19 18:03:50,1513706630,5, 17/12/19 18:03:41,1513706621, 12G, 10G, 8.4GB, Job completed successfully, 17/12/19 18:05:39,1513706739, NA, NA,4,109, NA
application_1513303661803_20284_asrd.cp.big.data.services.team.log,1513705899, 17/12/19 17:51:44,1513705904,5, 17/12/19 17:51:35,1513705895, 15G, 10G, 10.6GB, Job completed successfully, 17/12/19 17:56:37,1513706197, NA, NA,4,293, NA
application_1513303661803_28088_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20004_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22897_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22768_asrd.cp.big.data.services.team.log,1513771663, 17/12/20 12:07:49,1513771669,6, 17/12/20 12:07:39,1513771659, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 12:20:58,1513772458, NA, NA,4,789, NA
application_1513303661803_20039_asrd.cp.big.data.services.team.log,1513699289, 17/12/19 16:01:35,1513699295,6, 17/12/19 16:01:24,1513699284, 12g, 3G, 8.4GB, Job completed successfully, 17/12/19 16:01:55,1513699315, NA, NA,5,20, NA
application_1513303661803_20979_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24480_asrd.cp.big.data.services.team.log,1513807454, 17/12/20 22:04:19,1513807459,5, 17/12/20 22:04:10,1513807450, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 22:04:37,1513807477, NA, NA,4,18, NA
application_1513303661803_18860_asrd.cp.big.data.services.team.log,1513649741, 17/12/19 02:15:49,1513649749,8, 17/12/19 02:15:36,1513649736, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 02:36:34,1513650994, NA, NA,5,1245, NA
application_1513303661803_21700_asrd.cp.big.data.services.team.log,1513740154, 17/12/20 03:22:42,1513740162,8, 17/12/20 03:22:29,1513740149, 12g, 10G, 8.4GB, Job completed successfully, 17/12/20 03:24:38,1513740278, NA, NA,5,116, NA
application_1513303661803_21411_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20613_asrd.cp.big.data.services.team.log,1513717258, 17/12/19 21:01:04,1513717264,6, 17/12/19 21:00:52,1513717252, 12g, 3G, 8.4GB, Job completed successfully, 17/12/19 21:01:31,1513717291, NA, NA,6,27, NA
application_1513303661803_25527_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18780_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_26763_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22098_asrd.cp.big.data.services.team.log,1513749722, 17/12/20 06:02:07,1513749727,5, 17/12/20 06:01:57,1513749717, 12g, 10G, 8.4GB, Job completed successfully, 17/12/20 06:45:57,1513752357, NA, NA,5,2630, NA
application_1513303661803_19649_asrd.cp.big.data.services.team.log,1513685752, 17/12/19 12:15:57,1513685757,5, 17/12/19 12:15:47,1513685747, 12g, 2G, 8.4GB, Job completed successfully, 17/12/19 12:29:07,1513686547, NA, NA,5,790, NA
application_1513303661803_21058_asrd.cp.big.data.services.team.log,1513730446, 17/12/20 00:40:51,1513730451,5, 17/12/20 00:40:31,1513730431, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 00:41:41,1513730501, NA, NA,15,50, NA
application_1513303661803_24087_asrd.cp.big.data.services.team.log,1513794145, 17/12/20 18:22:33,1513794153,8, 17/12/20 18:22:18,1513794138, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 18:28:32,1513794512, NA, NA,7,359, NA
application_1513303661803_25335_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25248_asrd.cp.big.data.services.team.log,1513822945, 17/12/21 02:22:34,1513822954,9, 17/12/21 02:22:20,1513822940, 12g, 12480M, 8.4GB, Job completed successfully, 17/12/21 02:25:36,1513823136, NA, NA,5,182, NA
application_1513303661803_21641_asrd.cp.big.data.services.team.log,1513739533, 17/12/20 03:12:18,1513739538,5, 17/12/20 03:12:08,1513739528, 12g, 5G, 8.4GB, Job completed successfully, 17/12/20 03:31:34,1513740694, NA, NA,5,1156, NA
application_1513303661803_20456_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25863_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_19979_asrd.cp.big.data.services.team.log,1513698094, 17/12/19 15:41:39,1513698099,5, 17/12/19 15:41:29,1513698089, 12G, 1G, 8.4GB, Job completed successfully, 17/12/19 15:42:14,1513698134, NA, NA,5,35, NA
application_1513303661803_24418_asrd.cp.big.data.services.team.log,1513800492, 17/12/20 20:08:19,1513800499,7, 17/12/20 20:08:07,1513800487, 6G, 4G, 4.1GB, Job completed successfully, 17/12/20 20:21:21,1513801281, NA, NA,5,782, NA
application_1513303661803_18829_asrd.cp.big.data.services.team.log,1513649661, 17/12/19 02:14:26,1513649666,5, 17/12/19 02:14:16,1513649656, 10G, 10G, 7.0GB, Job completed successfully, 17/12/19 02:15:24,1513649724, NA, NA,5,58, NA
application_1513303661803_23199_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18804_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22738_asrd.cp.big.data.services.team.log,1513770356, 17/12/20 11:46:01,1513770361,5, 17/12/20 11:45:50,1513770350, 15G, 10G, 10.6GB, Job completed successfully, 17/12/20 11:51:08,1513770668, NA, NA,6,307, NA
application_1513303661803_20852_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 8.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_25085_asrd.cp.big.data.services.team.log,1513821655, 17/12/21 02:01:00,1513821660,5, 17/12/21 02:00:51,1513821651, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/21 02:10:47,1513822247, NA, NA,4,587, NA
application_1513303661803_21501_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21664_asrd.cp.big.data.services.team.log,1513739621, 17/12/20 03:14:39,1513739679,58, 17/12/20 03:13:37,1513739617, 12g, 10G, 8.4GB, Job completed successfully, 17/12/20 03:15:42,1513739742, NA, NA,4,63, NA
application_1513303661803_22511_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 5.5GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18614_asrd.cp.big.data.services.team.log,1513645308, 17/12/19 01:01:54,1513645314,6, 17/12/19 01:01:44,1513645304, 12g, 10G, 8.4GB, Job completed successfully, 17/12/19 01:07:14,1513645634, NA, NA,4,320, NA
application_1513303661803_21145_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 12.7GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21030_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23230_asrd.cp.big.data.services.team.log,1513784813, 17/12/20 15:47:00,1513784820,7, 17/12/20 15:46:49,1513784809, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 15:53:26,1513785206, NA, NA,4,386, NA
application_1513303661803_20734_asrd.cp.big.data.services.team.log,1513726228, 17/12/19 23:30:33,1513726233,5, 17/12/19 23:30:24,1513726224, 15G, 10G, 10.6GB, Job completed successfully, 17/12/19 23:36:22,1513726582, NA, NA,4,349, NA
application_1513303661803_22733_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23504_asrd.cp.big.data.services.team.log,1513787256, 17/12/20 16:27:41,1513787261,5, 17/12/20 16:27:33,1513787253, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 16:34:04,1513787644, NA, NA,3,383, NA
application_1513303661803_23695_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_22467_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_23900_asrd.cp.big.data.services.team.log,1513791954, 17/12/20 17:45:59,1513791959,5, 17/12/20 17:45:51,1513791951, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 17:52:17,1513792337, NA, NA,3,378, NA
application_1513303661803_21358_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 511.5MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24343_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 7.0GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_21468_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1247.6MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_18795_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 3.4GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_26834_asrd.cp.big.data.services.team.log,1513901997, 17/12/22 00:20:03,1513902003,6, 17/12/22 00:19:53,1513901993, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/22 00:21:26,1513902086, NA, NA,4,83, NA
application_1513303661803_22797_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_20459_asrd.cp.big.data.services.team.log,1513711040, 17/12/19 19:17:25,1513711045,5, 17/12/19 19:17:06,1513711026, 2G, 10G, 1247.6MB, Job completed successfully, 17/12/19 19:24:46,1513711486, NA, NA,14,441, NA
application_1513303661803_24116_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 4.1GB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24370_asrd.cp.big.data.services.team.log,1513799020, 17/12/20 19:43:45,1513799025,5, 17/12/20 19:43:36,1513799016, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 19:49:27,1513799367, NA, NA,4,342, NA
application_1513303661803_19822_asrd.cp.big.data.services.team.log,1513693326, 17/12/19 14:23:07,1513693387,61, 17/12/19 14:22:02,1513693322, 12G, 10G, 8.4GB, Job completed successfully, 17/12/19 14:24:41,1513693481, NA, NA,4,94, NA
application_1513303661803_25249_asrd.cp.big.data.services.team.log,1513822944, 17/12/21 02:22:34,1513822954,10, 17/12/21 02:22:20,1513822940, 12g, 1G, 8.4GB, Job completed successfully, 17/12/21 02:41:37,1513824097, NA, NA,4,1143, NA
application_1513303661803_21548_asrd.cp.big.data.services.team.log,1513738850, 17/12/20 03:01:01,1513738861,11, 17/12/20 03:00:47,1513738847, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 03:06:28,1513739188, NA, NA,3,327, NA
application_1513303661803_21329_asrd.cp.big.data.services.team.log,1513735280, 17/12/20 02:01:25,1513735285,5, 17/12/20 02:01:15,1513735275, 512M, 512M, 143.6MB, Job completed successfully, 17/12/20 02:01:46,1513735306, NA, NA,5,21, NA
application_1513303661803_23136_asrd.cp.big.data.services.team.log,1513783763, 17/12/20 15:29:56,1513783796,33, 17/12/20 15:29:20,1513783760, 12g, 10G, 8.4GB, Job completed successfully, 17/12/20 15:37:57,1513784277, NA, NA,3,481, NA
application_1513303661803_25892_asrd.cp.big.data.services.team.log,NA, NA, NA, NA, NA, NA, NA, NA, 1983.0MB, NA, NA, NA, NA, NA, NA, NA, NA
application_1513303661803_24350_asrd.cp.big.data.services.team.log,1513798583, 17/12/20 19:36:28,1513798588,5, 17/12/20 19:36:20,1513798580, 12g, 6144M, 8.4GB, Job completed successfully, 17/12/20 19:42:21,1513798941, NA, NA,3,353, NA
application_1513303661803_19313_asrd.cp.big.data.services.team.log,1513659662, 17/12/19 05:01:07,1513659667,5, 17/12/19 05:00:57,1513659657, 512M, 512M, 143.6MB, Job completed successfully, 17/12/19 05:01:33,1513659693, NA, NA,5,26, NA
application_1513303661803_18076_asrd.cp.big.data.services.team.log,1513639061, 17/12/18 23:17:46,1513639066,5, 17/12/18 23:17:36,1513639056, 12G, 16G, 8.4GB, Job completed successfully, 17/12/19 01:42:33,1513647753, NA, NA,5,8687, NA
